location	LR	alpha
8327362.923924	1.067017	2.057409e-04
8352673.276276	1.049038	6.215166e-05
8377983.628629	0.000000	2.676353e-02
8403293.980981	0.044522	5.178839e-04
8428604.333333	0.000000	1.637853e-02
8453914.685686	0.000000	5.630020e-01
8479225.038038	0.412122	9.203839e-04
8504535.390390	0.000000	1.313048e-01
8529845.742743	2.536987	4.109647e-04
8555156.095095	0.518481	6.641751e-05
8580466.447447	0.125350	3.765412e-04
8605776.799800	0.000000	1.960144e-02
8631087.152152	0.000000	1.215618e-02
8656397.504505	0.016358	1.539884e-02
8681707.856857	0.000000	2.700184e-03
8707018.209209	0.000000	2.620615e-01
8732328.561562	0.000000	2.767773e-02
8757638.913914	0.000000	3.604536e-02
8782949.266266	0.046845	6.002477e-04
8808259.618619	0.019292	1.547514e-03
8833569.970971	0.000000	6.085105e-03
8858880.323323	0.000000	1.190858e-02
8884190.675676	0.016991	7.975797e-04
8909501.028028	0.859169	2.003102e-03
8934811.380380	0.000000	3.405411e-02
8960121.732733	0.000000	3.197722e-02
8985432.085085	0.193785	3.319931e-04
9010742.437437	0.000000	2.121545e-01
9036052.789790	0.000000	4.243436e-02
9061363.142142	0.000000	1.734461e-02
9086673.494494	0.000000	3.852397e-02
9111983.846847	0.000000	2.877592e-03
9137294.199199	0.000000	1.602562e-02
9162604.551552	0.027118	4.202765e-03
9187914.903904	0.004338	1.365529e-03
9213225.256256	0.068365	2.189517e-04
9238535.608609	0.000000	2.155914e-02
9263845.960961	0.000000	8.135380e-03
9289156.313313	0.000000	3.820821e-03
9314466.665666	0.267213	9.925806e-04
9339777.018018	0.000000	9.525175e-02
9365087.370370	0.103709	1.639460e-04
9390397.722723	0.298751	5.967768e-03
9415708.075075	0.000000	2.765456e-02
9441018.427427	0.052044	8.700147e-03
9466328.779780	0.000000	1.184858e-02
9491639.132132	0.000000	4.961387e-02
9516949.484484	0.957622	8.486658e-05
9542259.836837	0.000000	7.308889e-03
9567570.189189	0.067166	2.138329e-03
9592880.541542	1.059839	6.210464e-05
9618190.893894	0.368597	1.002132e-03
9643501.246246	0.000000	1.580515e-02
9668811.598599	0.703871	1.070861e-03
9694121.950951	0.284141	3.032840e-04
9719432.303303	0.000000	1.348775e-02
9744742.655656	1.235163	4.729789e-04
9770053.008008	0.016359	1.005296e-02
9795363.360360	0.255390	3.162719e-04
9820673.712713	0.000000	9.024507e-03
9845984.065065	0.015820	1.215095e-02
9871294.417417	1.531760	5.774970e-03
9896604.769770	0.186924	9.504530e-03
9921915.122122	2.486026	5.678116e-04
9947225.474474	0.000000	1.663143e-02
9972535.826827	0.176211	7.238052e-04
9997846.179179	2.364713	1.615615e-03
10023156.531532	0.082159	6.460954e-03
10048466.883884	0.075512	4.114582e-04
10073777.236236	0.000000	4.073647e-03
10099087.588589	0.000530	6.635969e-04
10124397.940941	3.083310	2.803272e-04
10149708.293293	0.000000	7.834399e-03
10175018.645646	0.159686	9.269250e-04
10200328.997998	1.635707	2.249592e-04
10225639.350350	0.052044	3.709274e-02
10250949.702703	0.016337	7.448733e-04
10276260.055055	0.000000	4.527363e-02
10301570.407407	0.000000	2.291858e-02
10326880.759760	0.000000	7.873892e-01
10352191.112112	0.000000	2.394674e-02
10377501.464464	0.072103	5.375309e-03
10402811.816817	0.000000	6.861784e-03
10428122.169169	0.289603	9.709546e-04
10453432.521522	0.017958	6.799337e-04
10478742.873874	0.545106	8.724094e-05
10504053.226226	1.370053	4.091941e-05
10529363.578579	1.228085	1.431160e-03
10554673.930931	0.850004	2.234416e-04
10579984.283283	0.476857	9.757483e-05
10605294.635636	0.000000	3.444669e-02
10630604.987988	0.506714	2.574447e-05
10655915.340340	0.465944	7.822361e-05
10681225.692693	0.032901	1.250595e-03
10706536.045045	0.000000	1.617153e-02
10731846.397397	0.000000	3.632399e-03
10757156.749750	0.052044	7.350643e-03
10782467.102102	0.099701	2.826558e-03
10807777.454454	0.066478	2.062712e-03
10833087.806807	0.058250	1.766537e-03
10858398.159159	0.000000	2.300651e-01
10883708.511512	0.000000	4.320451e-03
10909018.863864	0.078295	1.851036e-03
10934329.216216	0.526329	3.714737e-04
10959639.568569	0.214706	6.096344e-05
10984949.920921	0.000000	4.856746e-02
11010260.273273	1.429272	7.279962e-05
11035570.625626	0.000000	2.982298e-02
11060880.977978	0.000000	1.224765e-01
11086191.330330	0.000000	1.773321e-01
11111501.682683	0.342192	6.281488e-04
11136812.035035	0.058097	6.981985e-04
11162122.387387	1.332273	3.702548e-03
11187432.739740	1.006486	5.300622e-04
11212743.092092	2.463061	3.643485e-05
11238053.444444	1.094321	4.919281e-05
11263363.796797	0.000000	8.264281e-02
11288674.149149	0.904867	1.549229e-04
11313984.501502	1.246280	5.663286e-05
11339294.853854	0.006944	1.331372e-03
11364605.206206	1.144262	8.786867e-04
11389915.558559	0.304661	4.335003e-04
11415225.910911	0.031381	3.948145e-04
11440536.263263	0.000000	1.828535e-02
11465846.615616	1.365907	2.816733e-05
11491156.967968	1.490669	1.242129e-04
11516467.320320	0.077711	1.615203e-04
11541777.672673	0.015899	1.027798e-04
11567088.025025	0.000000	3.750294e-02
11592398.377377	0.000000	7.938491e-03
11617708.729730	0.101118	2.863681e-03
11643019.082082	0.052201	9.351761e-04
11668329.434434	0.133961	1.090182e+00
11693639.786787	0.684643	7.623737e-05
11718950.139139	0.314394	1.709047e-04
11744260.491491	0.045260	1.069389e-04
11769570.843844	0.000000	7.619804e-03
11794881.196196	0.000000	9.692756e-02
11820191.548549	0.721489	2.319613e-04
11845501.900901	0.128030	9.286022e-05
11870812.253253	0.144434	6.024978e-04
11896122.605606	0.075280	8.849886e-05
11921432.957958	0.034207	5.379403e-04
11946743.310310	0.000000	2.795181e-02
11972053.662663	1.865525	2.106323e-04
11997364.015015	0.047671	1.148979e-03
12022674.367367	0.110374	2.685167e-05
12047984.719720	0.000000	4.318536e-03
12073295.072072	0.372218	7.403176e-05
12098605.424424	0.637282	8.299436e-04
12123915.776777	0.000000	2.188890e-02
12149226.129129	0.230546	8.054144e-04
12174536.481481	0.131310	6.808766e-05
12199846.833834	1.259627	6.149326e-05
12225157.186186	1.858288	1.263941e-04
12250467.538539	0.310613	5.799741e-04
12275777.890891	1.943507	2.532068e-05
12301088.243243	0.052044	6.562604e-03
12326398.595596	1.145170	1.578888e-04
12351708.947948	1.027775	1.294300e-04
12377019.300300	0.133961	5.038883e-03
12402329.652653	0.937062	9.135401e-05
12427640.005005	0.430057	1.797014e-04
12452950.357357	0.586817	3.547902e-05
12478260.709710	2.302573	6.571126e-04
12503571.062062	0.866425	2.619427e-03
12528881.414414	0.237816	1.469007e-03
12554191.766767	1.192432	6.020077e-05
12579502.119119	1.641380	5.015769e-05
12604812.471471	0.722628	5.036936e-04
12630122.823824	0.127728	1.690837e-03
12655433.176176	0.000000	1.923620e-02
12680743.528529	0.015715	3.545224e-03
12706053.880881	0.262099	5.897922e-04
12731364.233233	0.037271	6.174157e-03
12756674.585586	2.437373	2.645302e-05
12781984.937938	1.455128	1.447751e-04
12807295.290290	0.071881	1.204658e-04
12832605.642643	0.384764	4.052616e-04
12857915.994995	1.201846	7.143111e-04
12883226.347347	0.530323	2.562586e-04
12908536.699700	0.000000	2.771344e-01
12933847.052052	2.647899	5.203091e-05
12959157.404404	0.000000	4.525904e-03
12984467.756757	0.013573	2.461482e-04
13009778.109109	0.000000	2.147110e-02
13035088.461461	0.000000	1.340205e-01
13060398.813814	0.000000	6.826662e-03
13085709.166166	0.129828	5.740313e-04
13111019.518519	0.026859	6.555937e-04
13136329.870871	0.000000	2.165561e-02
13161640.223223	0.000000	3.048179e-03
13186950.575576	0.000000	3.521722e-03
13212260.927928	0.000000	1.175640e-01
13237571.280280	0.000000	2.553344e-03
13262881.632633	0.006029	3.248895e-03
13288191.984985	0.000953	1.368038e-03
13313502.337337	0.000000	1.852817e-02
13338812.689690	0.000000	2.163372e-02
13364123.042042	0.441125	3.228219e-04
13389433.394394	0.207807	6.291122e-03
13414743.746747	0.078310	3.292019e-04
13440054.099099	1.094516	3.098377e-04
13465364.451451	0.281968	6.755717e-04
13490674.803804	0.000000	3.759167e-03
13515985.156156	0.000000	2.140623e-03
13541295.508509	0.000000	5.228952e-02
13566605.860861	0.750813	6.599925e-04
13591916.213213	0.016355	1.948806e-03
13617226.565566	0.000000	3.685895e-02
13642536.917918	0.000000	7.951344e-02
13667847.270270	0.000000	1.070215e-02
13693157.622623	0.000000	4.008319e-02
13718467.974975	0.100914	6.892635e-04
13743778.327327	0.000000	2.089401e-02
13769088.679680	0.000000	2.946085e-02
13794399.032032	1.116155	9.790584e-05
13819709.384384	0.233978	1.674430e-04
13845019.736737	0.000000	8.435067e-02
13870330.089089	0.295936	4.220235e-05
13895640.441441	0.000000	3.026035e-02
13920950.793794	2.392307	2.570927e-04
13946261.146146	0.206115	6.941277e-05
13971571.498498	0.002296	1.430971e-01
13996881.850851	0.305223	1.282735e-03
14022192.203203	0.000000	2.276163e-02
14047502.555556	0.000000	4.246953e-02
14072812.907908	0.280786	2.121905e-03
14098123.260260	6.822333	2.907785e-05
14123433.612613	0.000000	2.166559e-01
14148743.964965	4.574768	4.009755e-05
14174054.317317	0.640479	1.363199e-04
14199364.669670	1.429300	4.992456e-04
14224675.022022	0.162914	1.014891e-03
14249985.374374	0.000000	2.125303e-02
14275295.726727	0.000000	3.830521e-02
14300606.079079	0.230672	2.182792e-04
14325916.431431	0.000000	5.753506e-02
14351226.783784	0.000000	1.785140e-02
14376537.136136	0.000000	5.377883e-02
14401847.488488	0.007706	8.577892e-04
14427157.840841	0.000000	4.115346e-01
14452468.193193	0.000000	5.923567e-03
14477778.545546	1.728701	9.839463e-04
14503088.897898	0.051351	5.706040e-04
14528399.250250	0.000000	1.027618e-02
14553709.602603	0.016249	6.133190e-03
14579019.954955	0.000000	6.683392e-01
14604330.307307	0.000000	1.453326e-02
14629640.659660	0.297905	3.213489e-01
14654951.012012	0.045529	2.940867e-03
14680261.364364	0.000000	5.206898e-03
14705571.716717	0.000000	7.612846e-03
14730882.069069	0.000000	9.280075e-01
14756192.421421	0.059698	2.847448e-04
14781502.773774	0.000000	4.987063e-03
14806813.126126	0.610578	5.746217e-05
14832123.478478	1.054004	1.984920e-04
14857433.830831	1.251032	1.032870e-04
14882744.183183	0.323761	3.630286e-03
14908054.535536	0.176861	1.889354e-04
14933364.887888	0.195437	7.320773e-04
14958675.240240	0.000000	6.072949e-01
14983985.592593	0.271924	5.906632e-04
15009295.944945	0.616160	2.281866e-04
15034606.297297	0.000000	1.641879e-03
15059916.649650	0.000000	3.864299e-03
15085227.002002	0.100086	1.219144e-02
15110537.354354	0.000000	6.922238e-02
15135847.706707	0.000000	5.085379e-03
15161158.059059	0.000000	3.418229e-02
15186468.411411	2.027318	7.271806e-04
15211778.763764	0.018871	4.115272e-04
15237089.116116	0.368203	9.181476e-04
15262399.468468	0.000000	1.070981e-02
15287709.820821	1.021764	1.744403e-04
15313020.173173	0.617656	8.106871e-05
15338330.525526	0.309686	2.097279e-04
15363640.877878	0.000000	5.424435e-01
15388951.230230	0.876338	3.883427e-05
15414261.582583	0.007411	6.815473e-04
15439571.934935	0.000000	3.343225e-02
15464882.287287	0.000000	3.862089e-02
15490192.639640	0.079778	5.449757e-04
15515502.991992	1.393298	2.403815e-05
15540813.344344	0.079002	2.109636e-04
15566123.696697	0.022343	4.803998e-04
15591434.049049	0.000000	3.871581e-02
15616744.401401	0.009290	1.331453e-03
15642054.753754	0.184902	7.829225e-04
15667365.106106	0.000000	6.803132e-03
15692675.458458	1.199005	2.047009e-04
15717985.810811	0.026062	3.399167e-04
15743296.163163	0.570194	8.727313e-05
15768606.515516	0.472748	9.146196e-05
15793916.867868	0.000000	8.175123e-03
15819227.220220	0.000000	3.223899e-02
15844537.572573	0.011812	1.022548e-03
15869847.924925	0.000000	1.305413e-01
15895158.277277	0.000000	1.156931e-01
15920468.629630	0.000000	2.331774e-02
15945778.981982	0.992296	8.813774e-05
15971089.334334	0.374245	8.079731e-03
15996399.686687	1.728870	8.637028e-05
16021710.039039	0.000000	1.790002e-01
16047020.391391	0.000000	2.782034e-03
16072330.743744	0.000000	5.167390e-03
16097641.096096	0.000000	7.787351e-02
16122951.448448	0.109093	8.276081e-04
16148261.800801	0.262105	3.506606e-04
16173572.153153	0.036691	2.643607e-04
16198882.505506	0.000000	2.435310e-03
16224192.857858	0.000000	1.131924e-02
16249503.210210	0.120614	5.770226e-04
16274813.562563	0.000000	4.248729e-02
16300123.914915	0.205118	1.256857e-03
16325434.267267	0.000000	4.699005e-03
16350744.619620	0.000000	9.095179e-03
16376054.971972	0.000000	4.799463e-02
16401365.324324	0.000000	9.679954e-03
16426675.676677	0.000000	1.795514e-03
16451986.029029	0.000000	6.702825e-02
16477296.381381	0.000000	1.412793e-02
16502606.733734	0.000000	2.050349e-02
16527917.086086	0.001518	1.391885e-02
16553227.438438	0.003128	4.234368e-03
16578537.790791	0.000000	7.905619e-02
16603848.143143	0.173718	1.081706e-03
16629158.495495	0.127957	2.157828e-04
16654468.847848	0.084021	1.592339e-03
16679779.200200	0.000766	2.440804e-03
16705089.552553	0.114849	1.419114e-02
16730399.904905	0.092653	1.084358e-03
16755710.257257	0.000000	1.346236e-03
16781020.609610	0.634470	1.597740e-04
16806330.961962	0.001642	1.658300e-02
16831641.314314	0.023623	2.525459e-03
16856951.666667	0.000000	5.521474e-02
16882262.019019	0.000000	2.376328e-02
16907572.371371	0.000000	3.047901e-01
16932882.723724	0.000000	2.635763e-02
16958193.076076	0.026884	7.187254e-04
16983503.428428	0.046411	4.721992e-02
17008813.780781	4.561927	5.913099e-05
17034124.133133	0.000000	2.496291e-03
17059434.485485	0.000000	2.554542e-03
17084744.837838	0.000000	8.008659e-02
17110055.190190	0.000000	7.961837e-03
17135365.542543	0.000000	3.113443e-01
17160675.894895	1.831205	7.681566e-04
17185986.247247	0.000000	1.301868e-02
17211296.599600	0.442981	3.618606e-05
17236606.951952	0.709928	1.323431e-03
17261917.304304	0.061664	9.971153e-04
17287227.656657	1.123958	9.285673e-05
17312538.009009	0.162056	8.693989e-04
17337848.361361	0.000000	1.031270e-01
17363158.713714	0.000000	1.913048e-03
17388469.066066	0.000000	8.118718e-03
17413779.418418	0.000000	8.782083e-03
17439089.770771	0.000000	1.390129e-02
17464400.123123	0.017751	1.032790e-03
17489710.475475	2.787108	8.877604e-05
17515020.827828	0.855203	5.158760e-05
17540331.180180	0.801091	1.007837e-05
17565641.532533	0.115676	1.445648e-05
17590951.884885	1.216151	2.518658e-05
17616262.237237	1.742023	8.349144e-04
17641572.589590	1.150580	7.427841e-04
17666882.941942	0.561894	3.434490e-05
17692193.294294	0.150629	2.025193e-05
17717503.646647	0.023430	3.769572e-03
